,name,author,narrator,release_date,language,stars,price,duration_sec,raters
6839,The Long Walk,Slavomir Rawicz,John Lee,2007-05-09,English,4.5,670.0,34440,3
6840,Blind Man's Bluff,Sherry Sontag Christopher Drew,Tony Roberts,1999-12-16,English,5.0,956.0,22740,1
6841,Neptune's Inferno,James D Hornfischer,Robertson Dean,2011-01-25,English,5.0,1256.0,67080,1
6842,Against the Tide,Rear Adm Dave Oliver U S N Ret,Joel Richards,2018-02-27,English,5.0,668.0,22500,1
6843,The Economic Consequences of the Peace,John Maynard Keynes,Jonathan Keeble,2018-09-11,English,5.0,820.0,29820,1
6844,D-Day,Antony Beevor,Cameron Stewart,2017-07-06,English,5.0,820.0,71280,1
6845,The Second World War: Triumph and Tragedy,Sir Winston Churchill,Christian Rodska,2008-11-07,English,5.0,748.0,49620,1
6846,Anne Frank,Jemma J Saunders,Joanna Daniel,2016-08-29,English,4.5,100.0,8520,10
6847,Last Witnesses,Svetlana Alexievich Richard Pevear Larissa Volokhonsky,Julia Emelin Yelena Shmulenson Allen Lewis Rickman,2019-07-02,English,5.0,888.0,35820,2
6848,The War of the World,Niall Ferguson,Saul Reichlin,2017-10-05,English,5.0,1025.0,124020,1
6849,Enemy at the Gates,William Craig,David Baker,2016-01-05,English,5.0,1003.0,48360,1
6850,Agent Sonya,Ben Macintyre,Ben Macintyre,2020-09-17,English,4.5,888.0,51240,14
6851,A Short History of World War II,D K,John Sackville,2020-05-07,English,5.0,1093.0,66060,1
6852,The Warrior Ethos,Steven Pressfield,Steven Pressfield,2018-08-13,English,4.5,233.0,4860,5
6853,On Killing Remotely,Lieutenant Colonel Wayne Phelps U S M C Ret,Matt Kugler,2021-06-08,English,5.0,500.0,46740,1
6854,The Best War Ever,Michael C C Adams,Alister Austin,2021-06-17,English,5.0,1675.0,29280,1
6855,The Good Soldier,Ford Madox Ford,Ralph Cosham,2012-02-10,English,5.0,668.0,26340,1
6856,SAS: Rogue Heroes,Ben Macintyre,Ben Macintyre,2016-09-22,English,4.5,820.0,47700,2
6857,Losing Military Supremacy,Andrei Martyanov,Stefan Rudnicki,2018-12-11,English,5.0,820.0,30480,1
6858,"This Way for the Gas, Ladies and Gentlemen",Tadeusz Borowski Barbara Vedder Michael Kandel,Roy Mc Crerey,2021-02-14,English,5.0,1172.0,21660,1
6859,The Accidental Guerrilla,David Kilcullen,Peter Ganim,2009-12-31,English,4.5,1003.0,56100,2
6860,Survivors,Rebecca Clifford,Esther Wane,2020-09-29,English,4.0,586.0,40200,1
6861,World War Two,Norman Stone,Derek Perkins,2013-01-08,English,5.0,569.0,22020,2
6862,Five Chimneys,Olga Lengyel,Jennifer Wydra,2019-01-08,English,5.0,836.0,29400,2
6863,Presidents of War,Michael Beschloss,Fred Sanders,2018-10-09,English,4.0,1507.0,93840,2
6864,The Storm of War,Andrew Roberts,Christian Rodska,2010-04-01,English,5.0,1138.0,102960,1
6865,Unacknowledged,Steven M Greer M D,William Hughes,2017-11-07,English,5.0,820.0,36540,1
6866,The Future of War,Lawrence Freedman,Michael Page,2017-10-10,English,4.5,1003.0,46740,3
6867,Caste Matters,Suraj Yengde,Siddhanta Pinto,2019-12-03,English,4.5,879.0,40320,40
6868,Awakening Bharat Mata,Swapan Dasgupta,Vikrant Chaturvedi,2020-04-15,English,4.5,879.0,55200,6
6869,A Little History of Religion,Richard Holloway,James Bryce,2016-08-15,English,4.5,721.0,32940,82
6870,How Democracies Die,Steven Levitsky Daniel Ziblatt,Fred Sanders,2018-01-25,English,4.5,683.0,30240,40
6871,Making Sense,Sam Harris,Sam Harris David Chalmers Babette Deutsch,2020-08-11,English,5.0,1093.0,80760,10
6872,Christianity,Diarmaid Mac Culloch,Walter Dixon,2010-03-30,English,4.0,1338.0,167340,1
6873,The 108 Upanishads,Roshen Dalal,Suchitra Gupta,2019-07-30,English,3.5,1256.0,59820,9
6874,Siyasi Muslims,Hilal Ahmed,Vikrant Chaturvedi,2020-07-16,English,4.5,879.0,27180,7
6875,The RSS,Sunil Ambekar,Dhanesh Gopalakrishnan,2020-03-20,English,3.5,545.0,26340,6
6876,Jesus and the Essenes,Dolores Cannon,Carol Morrison Saundra Kaye Ted Snow,2018-08-23,English,4.5,836.0,44760,7
6877,The Bhagavad Gita (Lives of Great Religious Books),Richard H Davis,Vikas Adam,2014-11-24,English,3.0,668.0,21180,5
6878,God,Francesca Stavrakopoulou,Francesca Stavrakopoulou,2021-09-16,English,4.5,323.0,58560,2
6879,The Tibetan Book of the Dead,Robert Thurman,Robert Thurman,2020-11-03,English,4.0,1005.0,37740,1
6880,The Magna Carta of Humanity,Os Guinness,Os Guinness,2021-05-11,English,5.0,937.0,54960,1
6881,This Unquiet Land,Barkha Dutt,Sakuntala Ramanee,2017-01-01,English,2.0,427.0,49560,1
6882,"A History of Magic, Witchcraft and the Occult",D K,Susie Riddell,2020-08-06,English,5.0,888.0,31860,1
6883,The Protestant Ethic and the Spirit of Capitalism,Max Weber,Monroe Clark Mc Bride,2017-08-28,English,4.5,702.0,19020,2
6884,An Atheist's History of Belief,Matthew Kneale,Daniel Weyman,2013-10-10,English,5.0,683.0,27540,1
6885,The Court and the Cross,Frederick S Lane,David Henry,2018-12-18,English,5.0,1005.0,37560,1
6886,Infiltration: The Plot to Destroy the Church from Within,Taylor Marshall,Peggy Normandin,2019-06-20,English,4.0,668.0,24240,3
6887,Catholicism,Robert Barron,Robert Barron,2012-05-04,English,5.0,1172.0,31740,1
6888,"Jews, God, and History",Max I Dimont,Anna Fields,2010-03-18,English,2.0,1003.0,64440,1
6889,God Has a Dream,Desmond Tutu,Desmond Tutu,2003-12-28,English,5.0,585.0,16200,1
6890,The Gospel of Thomas,Elaine Pagels,Elaine Pagels,2006-02-27,English,4.0,468.0,6780,1
6891,The Twilight of the American Enlightenment,George M Marsden,William Hughes,2014-02-11,English,4.0,668.0,23040,1
6892,The World of Myth,David Adams Leeming,Jeremy Arthur,2014-02-03,English,5.0,836.0,49860,1
6893,God Speaks Again,Mr Kenneth E Bowers,Mr Brian W Roberts,2012-06-13,English,5.0,703.0,37980,1
6894,The Consequences of Ideas,R C Sproul,Sean Runnette,2010-07-02,English,5.0,516.0,26460,1
6895,Well Versed,James L Garlow,James L Garlow,2016-07-20,English,5.0,762.0,28440,1
6896,"Reformation Heroes, Volume 1",Joel R Beeke Diane Kleyn,David Cochran Heath,2017-09-15,English,5.0,703.0,14700,1
6897,"Shinto, Simple Guides",Ian Reader,Steven Crossley,2020-02-18,English,5.0,1172.0,12120,1
6898,Red Notice,Bill Browder,Adam Grupper,2015-04-09,English,4.5,793.0,50760,36
6899,All the Kremlin's Men,Mikhail Zygar,Dan Woren,2017-11-10,English,5.0,500.0,58380,2
6900,Collapse,Vladislav M Zubok,Davidde Vries,2021-11-30,English,5.0,703.0,85800,1
6901,Red Famine,Anne Applebaum,Patricia Rodriguez,2018-11-15,English,4.0,721.0,62160,1
6902,The Russian Revolution,Sheila Fitzpatrick,Steve Fortune,2021-01-29,English,5.0,1340.0,26580,1
6903,A People’s Tragedy,Orlando Figes,Roger Davis,2018-10-09,English,5.0,1138.0,169260,2
6904,A Short History of Russia,Mark Galeotti,Mark Galeotti,2021-01-28,English,4.0,615.0,17400,1
6905,Chernobyl,Serhii Plokhy,Leighton Pugh,2019-01-31,English,4.5,820.0,48900,21
6906,October,China Mieville,John Banks,2017-05-09,English,4.0,721.0,41820,1
6907,"The Vladimir Lenin Collection: State and Revolution, What Is to Be Done?, & Imperialism: The Final Stage of Capitalism",Vladimir Lenin,Michael Richards,2021-01-08,English,5.0,1055.0,50580,1
6908,An Impeccable Spy,Owen Matthews,Mike Grady,2019-10-18,English,5.0,949.0,60360,1
6909,The Lost Pianos of Siberia,Sophy Roberts,Catherine Bailey,2020-02-20,English,4.0,888.0,32940,1
6910,Chernobyl 01:23:40,Andrew Leatherbarrow,Michael Page,2016-10-11,English,4.5,668.0,23040,3
6911,How to Tame a Fox (and Build a Dog),Lyudmila Trut Lee Alan Dugatkin,Joe Hempel,2017-09-05,English,5.0,891.0,26220,2
6912,Crimea,Orlando Figes,Malk Williams,2018-07-12,English,5.0,987.0,74280,1
6913,The Reckoning,Prit Buttar,Richard Trinder,2020-10-29,English,5.0,949.0,72300,1
6914,Four Sisters: The Lost Lives of the Romanov Grand Duchesses,Helen Rappaport,Karen Cass,2014-07-31,English,5.0,323.0,58080,1
6915,"The Drive on Moscow, 1941",Niklas Zetterling Anders Frankson,Dave Courvoisier,2013-03-29,English,5.0,836.0,31740,1
6916,"Moscow, December 25,1991",Conor O Clery,Don Hagen,2011-10-18,English,4.0,1003.0,46500,1
6917,Where the Iron Crosses Grow,Robert Forczyk,Michael Prichard,2015-01-21,English,5.0,1003.0,48480,1
6918,All Hands Down,Kenneth Sewell Jerome Preisler,Malcolm Hillgartner,2008-05-07,English,4.5,668.0,27840,2
6919,The Last Days of Stalin,Joshua Rubenstein,Arthur Morey,2016-04-28,English,3.0,836.0,31560,1
6920,Hood Feminism,Mikki Kendall,Mikki Kendall,2020-02-25,English,4.5,759.0,25020,9
6921,Women Warriors,Pamela D Toler,Rosemary Benson,2019-02-26,English,5.0,1005.0,35280,1
6922,Bygone Badass Broads,Mackenzi Lee,Lucy James,2018-04-10,English,5.0,501.0,17640,1
6923,Headstrong,Rachel Swaby,Lauren Fortgang,2015-04-07,English,5.0,879.0,25260,2
6924,It's up to the Women,Eleanor Roosevelt Jill Lepore,Suzanne Toren,2017-04-11,English,5.0,500.0,18780,1
6925,The RBG Way,Rebecca Gibian,Jo Anna Perrin,2019-12-17,English,5.0,1172.0,16500,1
6926,Sapiens,Yuval Noah Harari,Derek Perkins,2015-04-30,English,5.0,957.0,55080,5500
6927,Our Oriental Heritage,Will Durant,Robin Field,2013-10-22,English,4.5,1338.0,181020,17
6928,Arthashastra Vol. 1,Kautilya L N Rangarajan,Nathan D Costa,2021-07-28,English,5.0,879.0,37260,3
6929,As a Man Thinketh,James Allen,Brian Holsopple,2013-12-29,English,4.5,132.0,3300,177
6930,The Wealth of Nations,Adam Smith,Gildart Jackson,2011-01-11,English,4.0,1524.0,132180,8
6931,How the World Really Works,Vaclav Smil,Stephen Perring,2022-01-27,English,5.0,888.0,36480,1
6932,The Dawn of Everything,David Graeber David Wengrow,Mark Williams,2021-10-19,English,4.5,1093.0,86520,12
6933,A History of the World,Andrew Marr,Andrew Marr David Timson,2012-10-01,English,4.5,323.0,95280,15
6934,The Origins of Political Order: From Prehuman Times to the French Revolution,Francis Fukuyama,Jonathan Davis,2011-12-27,English,4.0,1338.0,81240,20
6935,Origin Story,David Christian,Jamie Jackson,2018-05-22,English,4.5,938.0,44580,24
6936,The Silk Roads,Peter Frankopan,Laurence Kennedy,2015-08-27,English,4.5,1338.0,87240,97
6937,A Little History of Economics,Niall Kishtainy,Steven Crossley,2017-03-07,English,4.5,820.0,35520,61
6938,A Short History of Nearly Everything,Bill Bryson,William Roberts,2004-12-26,English,4.5,797.0,68340,536
6939,KiMu KiPi,Madhan,Charles K,2008-01-09,tamil,4.5,501.0,16920,47
6940,The End of History and the Last Man,Francis Fukuyama,L J Ganser,2018-08-14,English,5.0,1003.0,57060,1
6941,The Revenge of Geography,Robert D Kaplan,Michael Prichard,2012-10-29,English,4.0,1003.0,48240,10
6942,The Greatest Minds and Ideas of All Time,Will Durant,John Little,2003-12-19,English,4.0,501.0,11520,25
6943,The Ocean of Churn,Sanjeev Sanyal,Abhishek Sharma,2019-01-29,English,4.5,1005.0,33720,125
6944,Prisoners of Geography,Tim Marshall,Scott Brick,2016-10-26,English,4.5,668.0,31740,6
6945,The Triumph of Seeds,Thor Hanson,Marc Vietor,2015-08-04,English,5.0,668.0,27000,1
6946,The Beginning of Infinity,David Deutsch,Walter Dixon,2011-08-18,English,4.5,984.0,72000,33
6947,Political Order and Political Decay,Francis Fukuyama,Jonathan Davis,2014-09-30,English,4.5,1338.0,86460,12
6948,"Guns, Germs and Steel",Jared Diamond,Doug Ordunio,2011-01-18,English,4.5,1256.0,58800,130
6949,Heroes of History,Will Durant,Grover Gardner,2004-05-05,English,4.5,1003.0,44100,3
6950,21 Lessons for the 21st Century,Yuval Noah Harari,Derek Perkins,2018-08-30,English,4.5,957.0,42060,2236
6951,Work,James Suzman,Matt Jamie,2020-10-07,English,4.5,721.0,42780,4
6952,A History of British India,The Great Courses Hayden J Bellenoit,Hayden J Bellenoit,2017-01-06,English,4.5,1171.0,43860,11
6953,Shyam: An Illustrated Retelling of the Bhagavata,Devdutt Pattanaik,Rajiv Dadia,2019-06-25,English,4.5,703.0,19620,43
6954,Upheaval,Jared Diamond,Henry Strozier,2019-05-07,English,4.5,1172.0,67440,27
6955,Aurangzeb: The Man and the Myth,Audrey Trushcke,Dilshad Khurana,2020-03-24,English,4.0,1005.0,13800,58
6956,A Little History of the World,E H Gombrich,Ralph Cosham,2006-05-18,English,4.5,656.0,33060,28
6957,The Ascent of Money,Niall Ferguson,Gareth Armstrong,2017-03-13,English,4.5,615.0,21000,27
6958,Vandargal Vendrargal,Madhan,Charles K,2008-01-14,tamil,5.0,1003.0,45780,92
6959,Infinite Powers,Steven Strogatz,Bob Souer,2019-08-20,English,4.5,703.0,38460,12
6960,A Splendid Exchange,William J Bernstein,Mel Foster,2008-05-09,English,4.5,1003.0,61980,3
6961,The Wealth of Nations,Adam Smith,Craig Deitschmann,2012-08-22,English,4.5,585.0,18420,3
6962,Hagakure,Yamamoto Tsunetomo William Scott Wilson,Brian Nishii,2014-12-09,English,5.0,668.0,18240,4
6963,The Road to Unfreedom,Timothy Snyder,Timothy Snyder,2018-04-05,English,5.0,752.0,36540,4
6964,Crashes and Crises: Lessons from a History of Financial Disasters,Connel Fullenkamp The Great Courses,Connel Fullenkamp,2018-08-17,English,5.0,1171.0,40560,7
6965,Energy and Civilization,Vaclav Smil,David Colacci,2018-05-08,English,3.5,820.0,72540,5
6966,The Invention of Yesterday,Tamim Ansary,Tamim Ansary,2019-10-01,English,5.0,500.0,61440,1
6967,As a Man Thinketh,James Allen,Denis Daly,2014-02-18,English,5.0,166.0,3120,2
6968,On Death and Dying,Elisabeth K Ross,Carol Bilger,2005-02-01,English,5.0,134.0,18360,1
6969,The Square and the Tower,Niall Ferguson,John Sackville,2017-10-05,English,4.0,820.0,57900,3
6970,Memoirs of Extraordinary Popular Delusions and the Madness of Crowds,Charles Mac Kay,Grover Gardner,2015-07-24,English,5.0,1338.0,97260,1
6971,The Great Leveler,Walter Scheidel,Joel Richards,2017-10-10,English,4.0,586.0,63060,1
6972,The Problems of Philosophy,Bertrand Russell,James Langton,2012-10-23,English,4.5,140.0,16260,2
6973,The Immortal Game,David Shenk,John H Mayer,2006-09-11,English,5.0,879.0,29100,1
6974,A History of the World in 6 Glasses,Tom Standage,Sean Runnette,2011-03-18,English,4.5,668.0,27240,14
6975,Slouching Towards Bethlehem,Joan Didion,Diane Keaton,2012-09-04,English,4.0,601.0,24720,1
6976,Progress,Johan Norberg,Derek Perkins,2017-07-01,English,3.0,585.0,25020,1
6977,The Birth of Plenty,William Bernstein,Grover Gardner,2021-08-07,English,5.0,469.0,16920,1
6978,The New Silk Roads,Peter Frankopan,Leighton Pugh,2018-11-15,English,4.0,569.0,24240,18
6979,Less Is More,Jason Hickel,Ben Crystal Clifford Samuel,2020-08-13,English,5.0,888.0,32700,3
6980,Madhouse at the End of the Earth,Julian Sancton,Vikas Adam,2021-05-18,English,5.0,888.0,48480,2
6981,The Power of the Spoken Word,Florence Scovel Shinn,Rosemary Benson,2016-01-15,English,5.0,335.0,8100,1
6982,"Easy Money, Book 2",Vivek Kaul,Kaushik Ramachandran,2019-01-11,English,5.0,467.0,39780,6
6983,Why I Am Not a Christian,Bertrand Russell,Qarie Marshall,2019-03-22,English,5.0,1172.0,28860,4
6984,Feeling Is the Secret,Neville Goddard,Rosemary Benson,2016-08-16,English,4.5,166.0,2460,17
6985,The Yoga Sutras of Patanjali,Patanjali,Matt Montanez,2018-01-26,English,2.0,117.0,11460,1
6986,Oil: Bolinda Beginner Guides,Vaclav Smil,Robert Meldrum,2012-07-03,English,4.0,668.0,24960,1
6987,Slavery and Islam,Jonathan A C Brown,Christopher Lane,2020-01-28,English,5.0,1008.0,52980,2
6988,As a Man Thinketh (AmazonClassics Edition),James Allen,Jonathan Davis,2019-04-23,English,5.0,167.0,3660,1
6989,Hello Stranger,Will Buckingham,Mark Peachey,2021-07-01,English,5.0,645.0,30300,1
6990,The Elements of Style,William Strunk Jr,Matt Montanez,2018-01-25,English,1.0,93.0,4140,1
6991,As a Man Thinketh,James Allen,Peter Noble,2016-11-23,English,5.0,166.0,3360,4
6992,Moral Tribes,Joshua Greene,Mel Foster,2013-10-31,English,5.0,1005.0,53580,2
6993,The Popes,John Julius Norwich,Michael Jayston,2011-04-08,English,4.5,888.0,76560,4
6994,Opium,Martin Booth,Julian Elfer,2019-04-09,English,4.0,703.0,47820,2
6995,The Doctrine of Repentance,Thomas Watson,Derek Perkins,2015-11-06,English,5.0,585.0,14760,1
6996,A Troublesome Inheritance,Nicholas Wade,Alan Sklar,2014-05-06,English,4.0,754.0,38880,1
6997,How to Win an Argument,Marcus Tullius Cicero James May,Simon Vance,2016-09-27,English,5.0,501.0,10980,2
6998,The Age of Reason (AmazonClassics Edition),Thomas Paine,Richard Halverson,2019-08-27,English,3.0,837.0,27960,1
6999,An Underground Education,Richard Zacks,Timothy Andr Pabon,2020-02-11,English,4.0,703.0,62820,1
7000,Culture and Imperialism,Edward Said,Peter Ganim,2011-02-16,English,5.0,1338.0,71940,1
7001,The War that Ended Peace,Margaret Mac Millan,Richard Burnip,2013-10-17,English,5.0,1138.0,113700,1
7002,Answers to Questions You've Never Asked,Joesph Pisente,Richard Powers,2018-06-19,English,3.5,702.0,20340,3
7003,The Richest Man in Babylon,George S Clason,Mike Vendetti,2016-01-21,English,3.0,501.0,14880,2
7004,Almost Human,Lee Berger John Hawks,Donald Corren,2018-12-25,English,4.5,820.0,23640,3
7005,The Worst Journey in the World,Apsley Cherry Garrard,Simon Vance,2004-04-29,English,4.5,938.0,72360,3
7006,Meditations on First Philosophy,Ren Descartes,Adriel Brandt,2019-01-19,English,5.0,333.0,10200,1
7007,If History Has Taught Us Anything,Farhat Nasreen,Shernaz Patel,2019-11-06,English,4.5,331.0,22500,2
7008,"Marriage, a History",Stephanie Coontz,Callie Beaulieu,2016-05-27,English,4.5,1003.0,55920,2
7009,A People’s History of the World,Chris Harman,Napoleon Ryan,2017-08-29,English,5.0,1338.0,107040,2
7010,The Prophet,Khalil Gibr,Deaver Brown,2019-04-18,English,3.0,93.0,6180,2
7011,How History Gets Things Wrong,Alex Rosenberg,Mikael Naramore,2019-04-16,English,4.5,1005.0,38460,2
7012,The Holy Blood and The Holy Grail,Michael Baigent Richard Leigh Henry Lincoln,Simon Prebble,2006-05-10,English,4.5,410.0,34560,3
7013,Poached,Rachel Love Nuwer,Christina Delaine,2018-09-25,English,4.0,703.0,59580,1
7014,The Frontiers of Knowledge,A C Grayling,Richard Goulding,2021-05-06,English,5.0,888.0,49380,2
7015,Fake History,Otto English,Otto English,2021-06-10,English,5.0,721.0,41820,1
7016,The World,Richard Haass,Dan Woren,2020-05-12,English,4.0,1005.0,37440,14
7017,The Problem of Increasing Human Energy,Nikola Tesla,David Van Der Molen,2018-02-27,English,4.5,375.0,9720,2
7018,The Secret of the Ages,Robert Collier,Sean Pratt,2015-04-28,English,5.0,836.0,32580,3
7019,The Prince,Niccol Machiavelli,Nelson Runger,1999-12-16,English,5.0,501.0,11580,1
7020,A Short History of the World,Christopher Lascelles,Guy Bethell,2016-09-27,English,4.0,668.0,26400,1
7021,China,Minds,Leah Vandenburg,2009-10-16,English,4.0,65.0,300,1
7022,Cuba Libre!,Tony Perrottet,Robertson Dean,2019-01-22,English,5.0,1131.0,45720,10
7023,The Book That Made Your World,Vishal Mangalwadi,Peter Lawrence,2019-06-25,English,5.0,700.0,51300,1
7024,The Art of Writing and the Gifts of Writers,C S Lewis,Ralph Cosham,2013-09-25,English,4.0,350.0,14820,1
7025,How to Live on 24 Hours a Day,Arnold Bennett Joel Fotinos,Bruce Kramer,2020-02-04,English,1.0,33.0,6240,1
7026,Twilight of the Gods,Erichvon D,Kirby Heyborne,2011-03-28,English,4.5,668.0,21660,3
7027,Rivers of Power,Laurence C Smith,Victor Bevine,2020-04-21,English,4.0,888.0,36300,1
7028,Origins,Lewis Dartnell,John Sackville,2019-01-31,English,4.5,683.0,32940,5
7029,The Boundless Sea,David Abulafia,Jonathan Keeble,2019-12-19,English,5.0,888.0,147720,1
7030,The History of Physics,J L Heilbron,Sean Runnette,2018-10-16,English,4.0,668.0,18300,1
7031,Wages of Rebellion,Chris Hedges,Davidde Vries,2015-06-22,English,5.0,836.0,32760,1
7032,A Higher Call,Adam Makos Larry Alexander,Robertson Dean,2013-08-01,English,5.0,748.0,48060,5
7033,The Boundless Sea,David Abulafia,Nigel Patterson,2021-01-05,English,5.0,1172.0,148080,1
7034,Milk!,Mark Kurlansky,Brian Sutherland,2018-05-08,English,3.5,873.0,45480,4
7035,Mosquito,Michael D Antonio Andrew Spielman,Michael Butler Murray,2020-05-19,English,5.0,586.0,26040,1
7036,Orthodox Christianity,A Edward Siecienski,David Cochran Heath,2020-04-14,English,5.0,469.0,12480,1
7037,Race and Reunion,David W Blight,David Colacci,2019-01-30,English,4.0,1338.0,73620,1
7038,The Book of Tea,Kazuko Okakura,Nicholas Tekoski,2012-01-25,English,4.0,233.0,8040,2
7039,Russia in Revolution,S A Smith,Derek Perkins,2018-04-10,English,5.0,1003.0,58620,1
7040,In the Heart of the Sea,Nathaniel Philbrick,Scott Brick,2015-11-11,English,4.0,1328.0,36600,1
7041,Pirate Hunters,Robert Kurson,Ray Porter,2015-06-16,English,4.0,1005.0,30240,2
7042,Alcohol,Rod Phillips,Fajer Al Kaisi,2017-09-13,English,4.0,1003.0,55680,2
7043,You Say You Want a Revolution?,Daniel Chirot,Paul Boehmer,2020-03-03,English,5.0,586.0,22560,3
7044,A Brief Natural History of Civilization,Mark Bertness,Stephen Bowlby,2020-04-21,English,5.0,773.0,32940,1
7045,The Fear Paradox,Frank Faranda,Jeff Harding,2020-05-21,English,5.0,569.0,16500,1
7046,The Subjection of Women,John Stuart Mill,Franklin Benjamin,2020-04-17,English,5.0,586.0,17400,1
7047,The Sum of the People,Andrew Whitby,David Piggott,2020-04-10,English,5.0,500.0,40200,2
7048,Groundwork of the Metaphysics of Morals,Immanuel Kant,John H Fehskens,2020-01-10,English,4.0,234.0,12240,1
7049,Heretics,G K Chesterton,Stewart Crank,2019-09-25,English,5.0,1524.0,26520,1
7050,How Carriers Fought,Lars Celander,Sean Runnette,2019-08-13,English,5.0,703.0,40980,1
7051,Capitalism and the Jews,Jerry Z Muller,Jonathan Davis,2012-05-08,English,5.0,668.0,19920,1
7052,The Invisible Hook,Peter T Leeson,Jeremy Gage,2009-09-04,English,5.0,668.0,27660,1
7053,Railroaded,Richard White,Paul Woodson,2018-06-05,English,5.0,1338.0,83100,1
7054,Conflict,Robert Leckie,David Rapkin,2013-11-18,English,5.0,1003.0,51960,1
7055,A History of China,Hilda Hookham,Charlton Griffin,2008-10-07,English,5.0,836.0,41340,2
7056,One Long Night,Andrea Pitzer,Andrea Pitzer,2017-10-11,English,5.0,500.0,50880,1
7057,Transcendence,Gaia Vince,Gaia Vince,2020-01-21,English,5.0,938.0,41220,1
7058,Enola Gay,Gordon Thomas Max Morgan Witts,Joe Barrett,2020-02-04,English,5.0,703.0,36000,1
7059,COVID-19,Dylan Howard Dominic Utton,Tim Getman,2020-12-15,English,4.0,702.0,23400,1
7060,Acres of Diamonds,Russell H Conwell,Victor Craig,2020-01-31,English,4.0,234.0,4920,1
7061,The Anti-Capitalistic Mentality,Ludwig Von Mises,John Ridle,2020-02-28,English,1.0,328.0,11580,1
7062,"Imperial Germany and War, 1871-1918",Daniel J Hughes Richard L Di Nardo,Nigel Patterson,2019-08-27,English,5.0,820.0,75960,1
7063,Soap Making Business Startup,Suzanne Carpenter,Dylan Jones,2017-04-21,English,5.0,501.0,11100,2
7064,Senbazuru,Michael James Wong,Michael James Wong,2021-05-27,English,3.0,615.0,14100,1
7065,The Home Distiller's Workbook,Jeff King,R C Bray,2012-09-19,English,5.0,268.0,5880,1
7066,Why We Make Things and Why It Matters,Peter Korn,Traber Burns,2014-03-28,English,3.0,585.0,20220,1
7067,Kitchen Confidential,Anthony Bourdain,Anthony Bourdain,2020-04-30,English,4.5,341.0,29940,47
7068,Caffeine,Michael Pollan,Michael Pollan,2020-01-30,English,4.0,300.0,7320,171
7069,"Salt, Fat, Acid, Heat",Samin Nosrat,Samin Nosrat,2018-10-04,English,4.0,683.0,21360,10
7070,Taste,Stanley Tucci,Stanley Tucci,2021-10-07,English,5.0,888.0,24540,8
7071,The Food Lab,J Kenji Lopez Alt,Mike Chamberlain,2019-10-22,English,4.5,1172.0,76920,2
7072,Why Food Matters,Paul Freedman,Jackde Golia,2021-09-28,English,4.0,820.0,19740,1
7073,Simple & Safe Baby-Led Weaning,Malina Linkas Malkani M S R D N C D N,Courtney Patterson,2020-03-10,English,5.0,233.0,7320,1
7074,Science and Cooking,Michael Brenner Pia S David Weitz,Donna Postel,2021-01-26,English,5.0,586.0,33120,1
7075,The Flavour of Spice,Marryam H Reshii,Jasleen Bhalla,2020-06-26,English,4.0,668.0,33060,4
7076,"Food Stories, Rituals and Traditions of India: A Food Journey through India",Prem Souri Kishore,Prem Souri Kishore,2013-03-08,English,3.0,702.0,12060,1
7077,How to Eat: The Pleasures and Principles of Good Food,Nigella Lawson,Nigella Lawson Jeanette Winterson,2018-10-11,English,5.0,888.0,71940,1
7078,A Guide to Wine,Julian Curry,Julian Curry,2002-12-29,English,4.0,633.0,18840,1
7079,Mango and Peppercorns,Tung Nguyen Katherine Manning Lyn Nguyen,Quyen Ngo Cindy Kay Vy Vy Nguyen,2021-03-25,English,5.0,500.0,18960,2
7080,Culinary Reactions,Simon Quellen Field,Sean Pratt,2017-02-07,English,4.0,703.0,16140,1
7081,The Third Plate,Dan Barber,Dan Barber,2014-05-20,English,5.0,1256.0,52200,1
7082,Getting Started with Sourdough,Chad Robertson Jennifer Latham,Chad Robertson Jennifer Latham,2020-08-18,English,5.0,377.0,6540,2
7083,Coffeeland,Augustine Sedgewick,Jason Culp,2020-04-07,English,4.0,888.0,53760,1
7084,L'Appart,David Lebovitz,Graham Halstead,2017-11-07,English,4.0,1005.0,39060,1
7085,Whiskey and Philosophy: A Small Batch of Spirited Ideas,Fritz Allhoff Marcus P Adams Charles Mac Lean,Ryan Desrosiers,2020-08-25,English,3.0,1172.0,44340,1
7086,Chop Suey,Andrew Coe,Eric Martin,2018-07-20,English,5.0,836.0,29760,1
7087,The Untold History of the Potato,John Reader,Martin Hyder,2010-01-12,English,4.0,721.0,42540,1
7088,Ritz and Escoffier,Luke Barr,Stefan Rudnicki,2018-04-03,English,4.0,879.0,31080,1
7089,The Billionaire's Vinegar,Benjamin Wallace,Dennis Boutsikaris,2008-08-29,English,4.0,754.0,20940,1
7090,Life from Scratch,Sasha Martin,Andi Arndt,2015-03-03,English,5.0,820.0,30360,1
7091,Hungry,Jeff Gordinier,Jeff Gordinier,2019-11-28,English,3.0,569.0,24360,1
7092,"I Loved, I Lost, I Made Spaghetti",Giulia Melucci,Giulia Melucci,2009-04-01,English,4.0,703.0,26400,1
7093,The One-Straw Revolution,Masanobu Fukuoka Larry Korn,David Shih,2017-08-29,English,5.0,703.0,18420,50
7094,Teaming with Microbes,Jeff Lowenfels Wayne Lewis,Chris Lutkin,2020-04-21,English,5.0,1172.0,29220,1
